name,president,email,url,facebook,membership,about,date_established
Writers' Society,Judith Gerstenkorn,uczxyws@ucl.ac.uk,,https://www.facebook.com/groups/29983159330/,2.00,"Welcome to the UCLU Writers’ Society. We’re UCLU’s home for creative writers of all descriptions. We’re here if you want feedback, inspiration, or just to spend time with other people who enjoy writing.  We offer fortnightly separate feedback sessions for Prose, Poetry and Scripts, regular open mic nights (often with exciting headline acts!), workshops, sessions with guest authors and the opportunity to air your work on the Writers’ Society radio show on Rare FM and publish in both our termly magazine and yearly anthology.  All genres of writing are welcome, including sci-fi, fantasy, detective fiction, crime, thrillers etc. We are by no means focussed on literary fiction (although all that’s welcome too!), and we aim to have a completely fresh, creative and practical way of discussing writing, absolutely different from the academic ‘English Literature’ approach.  Please note that for each feedback session, people submit their work online a week or two before the meet date so that everyone gets a chance to read it. Please join our Facebook group ( https://www.facebook.com/groups/29983159... ) to keep up to date, and the division groups for Prose ( https://www.facebook.com/groups/11864804... ), Poetry () and Scriptwriting ( https://www.facebook.com/groups/21875095... ).  If you have any questions, all the details should be on our website: www.ucluwriters.co.uk .  Otherwise, please don’t hesitate to contact us at: writers@ucl.ac.uk .  We hope to see you at some of our events soon. Until then, happy writing. ",
Tech Society,Wilhelm Klopp,uczxtec@ucl.ac.uk,,https://www.facebook.com/UCLUTechSoc/,4.00,"TechSoc is made up of people who care about technology. At the heart, we want to instil an appreciation of our many digital tools and contribute something towards making them better.  We run many events: fully funded projects to hack on the latest hardware; tech talks from interesting developers and companies; coding classes for the uninitiated; the annual UCL Hackathon and many socials.  We strive to maintain a network of people who have/will go on to do great things with technology and make an impact, with members helping each other along the way.  UCLU Tech Society have signed the Zero Tolerance to Sexual Harassment Pledge . ",
Tennis Club,Jamal Rizvi,uczxten@ucl.ac.uk,,https://www.facebook.com/groups/565817793459251/,14.00,"UCLU Tennis Society exists to provide opportunities for both play and improvement to tennis players of all abilities. With 170 members from all sorts of backgrounds, we are one of the biggest sport societies in UCL.Two Men’s and two Women’s Teams comprising of players up to the national standard represent UCL in the British Universities & Colleges Sport (BUCS) leagues. There are also two mixed teams who compete in the London Universities Sport Leagues (LUSL).  In conjunction with this, the society has a Social Tennis group (open even to complete beginners) to ensure a perfect fit for those interested in playing at any level. While only our teams compete in leagues, we make sure that all players are given ample opportunities to improve and actively encourage excellence throughout the Society. Though only “Tennis” is in our name, we strive to help members achieve their best, both on and off the court, and welcome all members to our weekly social outings at the UCLU Student Union.  Find the link to our Facebook page at the bottom of this page!  UCLU Tennis FAQs:  1. When and where are the tennis sessions conducted? Social tennis sessions are conducted every Wednesday 1-4pm at Finsbury Park Tennis Courts (closest tube is Finsbury Park), whereas BUCS team trainings are conducted every Sunday 3-5pm at Westway Sports Centre (closest tube is Latimer Road). LUSL team trainings are conducted every Wednesday 2-4pm at Paddington Sports Club (closest tube is Maida Vale).  2. Does the society provide or rent out racquets? No, the society does not provide any racquets.  3. What does my membership entitle myself to? For social tennis, membership entitles you to attend social tennis sessions at Cartwright Gardens as well as society events. Team membership (only for those who pass our trials) entitles you to represent UCL in BUCS matches, attend trainings at Westway or Paddington, as well as attend society events. Court fees and balls for the aforementioned sessions are included in the membership fee.  4. What if I really cannot attend the trials for the team? If you have a valid reason for missing the team trials and are still interested to try out for the team, feel free to contact our captains by finding them on the society Facebook page (link below).  5. How long does the competitive season last? The competitive season runs during the first and second terms, it starts in October and runs until late March. Tournaments our teams are competing in for the 2014/15 season: Men’s 1st Team: BUCS Tennis South Eastern 1A & BUCS Tennis Trophy Women’s 1st Team: BUCS Tennis South Eastern 1A & BUCS Tennis Trophy Men’s 2nd Team: BUCS Tennis South Eastern 3B & BUCS Tennis South Eastern Conference Cup Women’s 2nd Team: BUCS Tennis South Eastern 2A & BUCS Tennis South Eastern Conference Cup Mixed 1st Team: LUSL Tennis Premier Mixed 2nd Team: LUSL Tennis Premier  6. What does the society do apart from playing tennis? We get together for Sports Nights on Wednesdays and plenty of other events are organised throughout the year to make your experience with UCLU Tennis even more enjoyable.  7. Who is my point of contact if I have more specific questions? You can post your queries on the UCLU Tennis Society Facebook page or directly contact anyone from the committee. Team matters should be directed to the captains while social tennis matters should be directed towards the Social President.  Committee Members: (Find them on our UCLU Tennis Society page to get in touch) President: Jasmine (Jazzy) Wong Treasurer: Jamal Rizvi Mens 1st Team Captain: Pedro Pereira Mens 2nd Team Captain: Laurence Cannings Womens 1st Team Captain: Alice Scemama Womens 2nd Team Captain: Claudia Vanea LUSL Team Men’s Captain: Gabriel Nio LUSL Team Women’s Captain: Trish Tan Social Secretary: Henry Hill & Laura van Harpen Social President: Mohammed Moledina General Secretary: Daniel Dai  UCLU Tennis Club have signed the Zero Tolerance to Sexual Harassment Pledge .    This Club is Pride in Sport Accredited  ",
Tamil Society,Sharmilan Sivakumaran,uczxits@ucl.ac.uk,,https://www.facebook.com/UCLUTamilSoc?fref=ts,3.00,"The UCLU Tamil Society aims to nurture a growing togetherness amongst those interested in Tamil culture and traditions. As a society we will provide fun and enjoyable events allowing members to meet and make new friends. The year will consist of events ranging from Movie nights and clubbing, to a Dinner and Dance and Break the Silence Campaign. The money we raise will hugely benefit charities we support in Sri Lanka. For those of you looking for an exciting, entertaining and educational experience; this is the society for you!  It’s time to get your Gaana on!  UCLU Tamil Society  UCLU Tamil Society have signed the Zero Tolerance to Sexual Harassment Pledge . ",September 2010
Skateboarding Club,Alexander Rademaker,,,https://www.facebook.com/groups/538083976247584/,2.00,"Whether you have been skating for years, have only just begun, or have never even stood on a board before but are keen to try, the UCLU Skateboarding Club welcomes you!  Practice sessions will be help on Wednesday afternoons at skateparks around London (tutelage will be offered to beginners), and street sessions will be organized on Sundays. We will also hold socials, do showings of videos and attend demos that take place in the city.  Skateboarding, like all other sports, is far more fun and motivational when done with a group and that is precisely why the society was established - to allow like minded people to gather and practice their past time together.  UCLU Skateboarding Club have signed the Zero Tolerance to Sexual Harassment Pledge . ",June 2013
Singapore Society,Eunice Pui,uczxsss@ucl.ac.uk,,http://www.facebook.com/groups/203168483102693/,3.00,"You can find us at: http://www.uclsingaporesociety.com/  Follow us on Instagram: http://instagram.com/uclsingsoc Join our Facebook group: https://www.facebook.com/groups/203168483102693/  The UCL Singapore Society is an active student organisation which organises a variety of events for UCL students who are either Singaporean or are simply interested in Singaporean culture. The Singapore Society, affectionately termed ‘SingSoc’ or abbreviated as ‘UCLSS’ by its members, is noteworthy for several key events such as the annual Halloween Boat Party, the Chinese New Year Reunion Dinner, productions such as musicals and plays, among other social, career and sporting events. The Singapore Society also looks after the welfare of the UCL Singaporean student population in UCL, which is currently over 400 to date. It has extensive links to other student and alumni organisations, sponsors and international offices. ",
Sikh Society,Devjeet Bhomra,uczxsih@ucl.ac.uk,,https://www.facebook.com/UCLUSikhSoc,3.00,"The Sikh Society is open to all , regardless of their race, religion or beliefs.  The word 'Sikh' means student, and we are all here to learn about Sikhism in a fun and friendly atmosphere. Sikh values, including equality , honest work and sewa (selfless service), help to guide the Society in achieving our goals.  Everyone loves Simran (meditation) every Monday, followed with challenging discussions on topics most relevant to students.  We also have loads of great events throughout the year, so come along and get involved! Our annual Langar on campus is always a great success, as well as our Kirtan Darbar.  Everyone from all backgrounds are always welcome here! ",
Sign Language Society,Werwin Carlos,uczxsls@ucl.ac.uk,,https://www.facebook.com/groups/uclusign/,5.00,"ANNOUNCEMENT  AGM is on Tuesday, 15 March, 7pm. Location is changed to CSC Rehearsal Room, 1st Floor, Bloomsbury Theatre, 15 Gordon St, London WC1H 0AH  https://www.facebook.com/events/11591012...  DESCRIPTION  If you are even just a little bit curious about Sign Language then we are the society for you!  You can have lessons on campus with fully qualified teachers and even take your British Sign Language (BSL) Level 1 and Level 2 exam. We also run informal, student-led lessons, where you can learn basic BSL, practice what you know and meet others in the society.  Learning BSL is fun, useful and gives access to a whole community you otherwise may not be able to communicate with. People who are deaf are always really touched by others who take time to learn their language. It is also a valued skill in the work place and the BSL certificate is nationally recognized and really stands out on CVs, opening up a whole new range of opportunities.  As well as lessons, we also organize brilliant socials like trips to see deaf theatre productions and film screenings, and offer opportunities to volunteer in assisting deaf UCL students or the local deaf community.  So join up, get involved and stand out!  UCLU Sign Language Society have signed the Zero Tolerance to Sexual Harassment Pledge . ",
Public Affairs and Social Service Society,Cheukhang Yim,,,https://www.facebook.com/groups/uclu.pass.society/,5.00,"The University College London Union Public Affairs and Social Service (UCLU PASS) Society was founded by a group of Hong Kong students with the hope of providing a platform for UCL students to increase their awareness of issues pervading Hong Kong, China and the rest of the world; and to take part in active social service to benefit the less fortunate.  Aims  To raise awareness about sociopolitical and environmental issues in Hong Kong, China and the rest of the world through discussion and debate;  to benefit the underprivileged through social service activities such as volunteering and fundraising;  to provide a platform for UCL students to be exposed to information about different careers;  to collaborate with other societies and universities in order to promote the exchange of ideas and  to disseminate information in regards to careers in Hong Kong.  Contact Us  Society email address | uclu.pass.society@gmail.com  Alex CHAN, President | uclupass.alexchan@gmail.com  Gabriella KAM, Vice-President | uclupass.gabriellakam@gmail.com  Alan LEE, Treasurer | uclupass.alanlee@gmail.com  Sophie WONG, Secretary | uclupass.sophiewong@gmail.com  Tony CHEUNG, Public Affairs Officer | uclupass.tonycheung@gmail.com  Nana SY, Social Service Officer | uclupass.nanasy@gmail.com  Ho Juen KO, Careers and Events Officer | uclupass.hojuenko@gmail.com  Kelly LAU, Publications and Promotions Officer | uclupass.kellylau@gmail.com",September 2010
Promotion of Animal Welfare Society (PAWS),Tristan Kleyn,uclu-paws@ucl.ac.uk,,https://www.facebook.com/groups/uclupaws/,3.00,"Did you know that sea otters hold hands when they sleep to avoid drifting apart?  Check it out! https://www.youtube.com/watch?v=epUk3T2Kfno  If you couldn’t help but smiling at that video… we’re in the same boat!  At UCLU PAWS, we’re a flock of students who love animals and meeting other people who do too. We PAWS committee members are focused on spreading the word about animal injustice - even right here in London, there are too many cases to count.  With your help, we can change many animals lives for the better and continue to learn about animal welfare along the way. Over the course of the year, we host a variety of events that regularly include:  Volunteering at local animal shelters/wildlife reserves  Expert guest lectures  Creative, thought-provoking demonstrations and activism  Socials for our very social species  And much more!   So come on down to one of our events, or keep up with us on Facebook!  UCLU PAWS Committee  President: Tristan Kleyn  Vice President: Gracie King  Treasurer: Sarjan Narwan  Events Secretary: Winnie Lai  Social Secretary: Emma Deacon",August 2015
Music Society (RUMS),Lloyd Warren,,,https://www.facebook.com/groups/586231311460652/?fref=ts,3.00,"The Official RUMS Music Group  Many of the medical students who come to UCL are talented in other fields too.  We take a relaxed approach to playing all kinds of music, welcoming all abilities and performing to professional standards! NO AUDITIONS!  We run multiple music groups, volunteer and hold concerts where groups and soloists alike can exhibit their musical skills.  So whatever you play, however well you sing, come and have a go!  String Ensemble:  Tuesdays 6.00-7.30  Orchestra:  Thursdays 6.00-8.00  Choir:  Fridays 5.30-7.00  Email : uclu-rumsmusicsociety@ucl.ac.uk Facebook : RUMS Music, RUMS Choir, RUMS Orchestra  UCLU RUMS Music Society have signed the Zero Tolerance to Sexual Harassment Pledge .",September 1998
Music Society,Carl Olson,uczxmui@ucl.ac.uk,,https://www.facebook.com/groups/37423584743/,20.00,"""“Without music, life would be a mistake.""” – Nietzsche, Götzen-Dämmerung  UCLU Music Society runs a range of activities and events for anyone who wants to get involved with music at UCL!  We have an auditioned Orchestra, Chamber Choir and A Cappella Group, while our main Chorus, Concert Band and String Orchestra are un-auditioned and open to everyone. We hold a variety of concerts and social events throughout the year, including collaborations with other societies. During term two the Chorus and Orchestra join forces to become UCOpera, the most ambitious student opera company in the country, bringing rare works back to the stage.  UCLU Music Society have signed the Zero Tolerance to Sexual Harassment Pledge . ",
Museums Society,Asha Thompson,,,https://www.facebook.com/groups/UCLMuseumLovers/,2.00,"The Museums Society visit a wide range of places of interest, from the huge world-famous national museums, to the tiny hidden gems of London. Get discounted tickets and exclusive tours ! But most importantly, your museum trips will be enhanced by sharing your experience with so many like-minded students... and then you get to enjoy our socials afterwards!  Membership is only £2 for the entire year , which is money you're bound to save anyway from the discounts you'll get with us!  Interested and would like to learn more? Join our Facebook group and keep updated via Twitter @UCLUMuseumsSoc . You can also find us on Groupspaces to be added to our mailing list.  UCLU Museum Lovers Society have signed the Zero Tolerance to Sexual Harassment Pledge . ",
Muay Thai Society,Ana Zhang Garcia-Valcarcel,uczxtma@ucl.ac.uk,,https://www.facebook.com/groups/209508592454436,20.00,"UCLU Muay Thai is UCLU’s biggest martial art society. We offer student led fitness session and training from renowned coaches Greg Wootton – a professional A class coach who fights at international level and who is currently ranked #1 for his weight class in the UK, holds the WMC MAD title and Enfusion K1 title, and Ash Uddin – another A class fighter and head coach at the world renowned London Shootfighters gym.  There are regular competition opportunities and a lively social scene - thai meals, live fights and of course, Sports Night. We even manage to fit in a tour. Last year to Mike’s gym in Amsterdam, arguably the best Muay Thai gym outside of Thailand. Most importantly, the club has a friendly and welcoming atmosphere, with the best of what a UCLU society should offer. We are a diverse, dynamic and engaging club who welcome new members of all abilities. Come down, gain confidence, make some new friends, get fit, and experience one of the most effective disciplines of martial arts.  Training is at Astor College gym on Charlotte Street at the following times:  Monday (Ash Uddin) 5pm - 7pm Wednesday (Greg Wootton) 1pm - 3pm Thursday (Greg Wootton) 5pm - 7pm Friday (Student-led fitness) 3.30pm - 5.30pm  UCLU Muay Thai Society have signed the Zero Tolerance to Sexual Harassment Pledge .    This Club is Pride in Sport Accredited  ",
Libertarian Society,Christopher Shortland,,,http://www.facebook.com/groups/uclulibertariansociety,2.00,"UCLU's newly established Libertarian Society is dedicated to exploring pro-market, pro-freedom ideology, and is open to anybody - irrespective of political persuasion or views - to come along and debate with us on contemporary and ideological issues. Whether you're an anarcho-capitalist, a classical liberal, simply Government-sceptic, or statist and proud, you'll be welcome at our events. As well as seminar-styled Q&A sessions with academics and popular figures, we will host debates and social events (quizzes, drinks and dinners!) throughout the year. The society is avowedly apolitical, so leave your colours at the door and come join in.",September 2013
Karting Club,Noor Din,uczxkar@ucl.ac.uk,,https://www.facebook.com/groups/uclukarting/,15.00,"The UCLU Karting Club provides its members with the best quality, high adrenaline karting for heavily-discounted bargain prices at tracks in and around London throughout the year. Karting is great fun; a high adrenaline high speed rush bringing a welcome break to the rigors of studying at a world class university. Everyone is welcome regardless of previous karting experience: we provide relaxed races for those newer to karting whilst the very quickest drivers will get to compete in the fastest karts in Europe, representing UCL in the British Universities Karting Championship ( http://bukc.co.uk ). We also run regular socials: after races, on Sports Nite (Wednesdays), and live Formula 1 race viewings (whatever the race start time!) Whether you want to try your hand at something new, bring a group of friends for some light-hearted racing, or are aiming to be the next Lewis Hamilton; UCL's only motorsport society is the right club for you. ",September 2007
Kazakh Society,Aidana Assylbekova,,,https://www.facebook.com/groups/uclkazsociety/,5.00,"The aim of the Kazakh Society is to bring together students around UCL who are particularly interested in culture, history, arts, language, science, as well as politics of the Republic of Kazakhstan. Moreover, to unite Kazakhstani students, find friends and mainly just have fun! The Society organises wide range of events such as concerts, parties, film nights, outside gatherings, sport games and many more! You are more than welcome to attend any of our events if you love Kazakhstan as much as we do! We look forward to welcoming new members this year! Have any question? Do not hesitate to contact us! Email  Website",
Karate Club,James Casey,,,https://www.facebook.com/groups/uclukarate,10.00,"UCLU Karate is a great way to keep fit, learn techniques to defend yourself and meet new people.  All levels of ability are welcome to the club- we encourage complete beginners to sign up!!  A beginner’s session is run on Mondays at 7:45-8:30pm in Bloomsbury Fitness studio.  A general session open to all runs after that 8:30-9:30pm in Bloomsbury Fitness taught by 5th Dan Sensei Farzad.  We also run a sport karate orientated session at 8:00-10:00pm on Thursdays at Astor College Hall (99 Charlotte St, London W1T 4QB). We strongly encourage you to come to this session, as it is more of a fast paced class that will greatly increase fitness levels and sport karate skills ready for BUCS in spring. Beginners are still very welcome to attend!  Membership for UCLU Karate Club is £10 for the year. Classes cost £1 for each hour of training.  Email us at uclu-karate.club@ucl.ac.uk  Find us on Facebook: https://www.facebook.com/group…   Follow us on twitter: @uclukarate  UCLU Karate Club have signed the Zero Tolerance to Sexual Harassment Pledge.     This Club is Pride in Sport Accredited  ",
Juggling &amp; Circus Society,Nathan Waldie,uczxbal@ucl.ac.uk,,https://www.facebook.com/groups/338702019479745/,4.00,"The UCLU Juggling & Circus Society Is devoted to the cause of promoting and teaching all kinds of circus tricks. Our regular sessions mix individual learning with workshops in an informal and friendly atmosphere.  Among other activities we currently teach poi, staff, juggling, diablo and contact juggling, and we are lucky to have some professional trainers as members. You are sure to find something you will want to learn! We will be having regular fire juggling sessions, along with various competitions and plenty of social events. Joining up will also give you the chance to get involved in any number of performances and workshops we hold throughout the year.  So if you want to learn new impressive skills in a relaxed setting, don't miss us!  UCLU Juggling and Circus Society have signed the Zero Tolerance to Sexual Harassment Pledge .",
Hockey Club (Women's),,uczxhow@ucl.ac.uk,,https://www.facebook.com/UCLUwomenshockey,30.00,"If you love keeping fit, some good old-fashioned team spirit and ultimately having fun then Women’s Hockey is the club for you! Whether you are an international hockey or have never picked up a hockey stick in your life, we want you! With 4 teams spanning beginners to varsity-players, UCLUWHC is entirely inclusive.   We compete weekly in the BUCS (British University College Sport) and LUSL (London University Sports League) leagues as well as Cup competitions. Alongside matches we also have weekly pitch training sessions with a qualified instructor to develop our fitness and skills.   Aside from sport, Women’s Hockey is one of the largest and definitely most sociable societies at UCL. We have a great relationship with the Men’s club and a vast social calendar. Our most notorious events include the 4-legged Pub Crawl, Christmas Ball, Mikey-G, fancy dress nights and inter-club team curries. Find us every Wednesday at Hockey Corner for Sportsnite (don’t pretend like you don’t know where it is), and join us on our Annual Summer Tour where we have graced Spain, Prague and Malta in previous years! On top of all this, we even have a jam-packed volunteering calendar: volunteering weekly to coach disabled people hockey, performing sponsored runs, and hosting the annual Easter Tea Party for the elderly of Camden to name but a few. Check us out on our website, Facebook, Twitter, Instagram or drop us an email for any more info!  UCLU Women’s Hockey Club have signed the Zero Tolerance to Sexual Harassment Pledge .     This Club is Pride in Sport Accredited  ",
Hockey Club (RUMS Women's),Emily Croft,uczxrwh@ucl.ac.uk,,https://www.facebook.com/groups/147392228785411/,30.00,"Welcome to RUMS Women’s Hockey Club!  RUMS Women’s Hockey club is open to medical students studying at UCL. We have 3 teams, so plenty of opportunities for everybody to get involved! Many members start off as complete beginners and our excellent coaching and fitness sessions set you up with all the skills you’ll need to keep improving. For those who are more experienced, our 1st XI are always looking for talented players.  Our weekly training schedule  ·         Fitness sessions arranged by team captains  ·         Wednesday afternoons: League matches (Home games played in Southgate)  ·         Fridays 18:00-19:30: Team training at Whitefield School Brent Cross  ·         Sundays: League matches (at the Lee Valley Olympic pitches) and mixed matches with the men’s club  Social  We have plenty of socials to keep everybody bonding throughout the year! Every Wednesday is Sports Night at The Huntley, always guaranteed to be a laugh and a great opportunity to keep up team spirits! Freshers, Wednesday will soon become your favourite day of the week! We also go out for regular team curries, and have plenty of socials with the men’s club: pub crawls, 2 weekend tours to cities across the country, the annual End of Season Dinner and RUMS Sports Ball.  If you have any questions before the start of the season, email us at uclu-rumswomenshockey.club@ucl.ac.uk . Otherwise, we look forward to welcoming you to one of the friendliest clubs in UCL in September!    This Club is Pride in Sport Accredited  ",
Gender &amp; Feminism Society,Fiona Xing,,,https://www.facebook.com/groups/UCLUgenderandfeminism/,2.00,"The Gender and Feminism Society is a group for people interested in equality, feminist thought, and challenging sexism & received ideas about gender. We hold informal weekly lunchtime discussion groups, as well as regular social events and talks that feed into the wider London feminist movement. All genders and sexualities welcome!  UCLU Gender and Feminism Society have signed the Zero Tolerance to Sexual Harassment Pledge. ",December 2013
Gastronomy Society,Yong Ong,,,https://www.facebook.com/UCLU-Gastronomy-Society-182563935100315/timeline/,4.00,"UCLU Gastronomy Society aims to bring together all students at UCL who have an appreciation of good food & drink and an interest in its role in society.  In doing so, members of the society can share skills, knowledge and great gastronomic times. We aim to enthuse, inspire and educate you about the wealth of food available in London's constantly evolving gastronomic scene.  Events include discounted (and sometimes free!) meals out, visits to Michelin star restaurants and markets, pot lucks, and collaborations with other societies. We'll be asking our members what events you prefer so if you'd like to experience what London has to offer then don't wait around, join today!",
Film Society,Akeno Katsuda,uczxflm@ucl.ac.uk,,https://www.facebook.com/uclufilmsociety,8.00,"The award-winning UCLU Film Society provides a forum for both emerging filmmakers and cinema lovers. The society offers a diverse range of opportunities for members to meet others who share a passion for film and get involved in filmmaking, regardless of experience.  The society is over 65 years old, making it not only one of UCLU’s longest running societies but one of the oldest in the country. The society has produced a number of notable alumni throughout its history, including director Christopher Nolan (President 1992-94) and producer Emma Thomas.  Alongside a termly bidding process for society backed short films, we run regular workshops, socials, weekly film screenings and talks from industry professionals. All members gain access to our stock of equipment and the use of our dedicated studio located in the Bloomsbury building.  There are also opportunities to help create our award-winning film festival, which in 2015 will take place in UCL's Bloomsbury Theatre.  Whichever aspect of film you’re interested in, from watching, making or discussing films you will be able to develop your interest and skills as well as meet other like-minded people at the UCLU Film Society!  UCLU Film Society have signed the Zero Tolerance to Sexual Harassment Pledge. ",September 1948
European Society,Dmitry Pastukhov,uczxeur@ucl.ac.uk,,https://www.facebook.com/pages/UCLU-European-Society/170447829654396,4.00,"The European Society is committed to promoting awareness of and involvement in European culture and issues throughout UCL. Join one of UCLU's most international societies and travel to Brussels, participate in academic debates with exciting speakers and enjoy our great socials and nights out in London. And for all of you with a hidden passion for journalism: join our excellent team of writers and publish for the society's award-winning Eureka Magazine.",
Dance Society,Jieling Wu,uczxdac@ucl.ac.uk,,http://www.facebook.com/ucludance,10.00,"UCLU Dance Society is an all-inclusive society about all things dance. Whether you are an absolute beginner or professional, we have something for you! We offer free weekly classes run by professional teachers for members in tap, ballet, jazz, contemporary, hip-hop, break and street jazz styles. Each year we put on several events and shows, including a 24 Hour Show, a Fresher’s Showcase, a Triple Bill Showcase, a Leavers Showcase and our annual Bloomsbury Theatre Show. We are a regular presence at university dance competitions in both novice/intermediate and advanced categories. We also run a successful volunteering programme (Dance It!) teaching dance at a local school. There really is something for everyone from classes to shows to intermediate competitions teams as well as volunteering opportunities! So come along and see what UCLU’s largest and most exciting Arts Society has to offer!  UCLU Dance Society have signed the Zero Tolerance to Sexual Harassment Pledge. ",September 1984
German Society,Adam Kousgaard Twardowski,uczxger@ucl.ac.uk,,http://www.facebook.com/uclgermansociety,4.00,"Founded in 2004, the UCLU German Society has quickly grown to be one of UCLU’s largest and most active societies. In recent years our 200+ members were able to participate in more than 100 highly popular events. Our members are an eclectic mix of students from a a range of backgrounds, all united through their interest in German language and culture. Once you have joined the society, you will receive discounted prices on our UCL-wide events, such as the highly successful Christmas ball, our ever-popular “Stammtisch” or successful career and networking events. We also host a trip to Berlin during reading week and our members are invited to showcase their acting skills in our annual German Play. For everyone who is interested in learning the German language, we offer weekly language classes for all levels of ability. Don’t forget to join our mailing list and to like our Facebook page for important updates about upcoming events. If you have any questions at all, do not hesitate to contact us on info@germansociety.co.uk !  uclugermansociety.co.uk/  UCLU German Society have signed the Zero Tolerance to Sexual Harassment Pledge. ",March 2004
Georgian Society,Ekaterine Kopaleishvili,,,,3.00,"This group is for a newly established Georgian Society at UCL focusing on Georgian culture, including singing, dancing, film screenings, food and history, amongst other things . We need you to come and join us so we can work together in creating something truly beautiful Georgia is a country with a very rich cultural heritage. Georgians enjoy the good things in life, whether it be food and wine, or singing with friends, usually both at the same time! Georgian folk songs are typically focused on the feast or supra where toasts to life, love and freedom take a musical form involving the whole group. Georgian songs are full of delicate harmonisation, typically sang in three or more different voices, something like Neapolitan songs but more complex. Georgian Society aims to unite people from all different areas to sing and experience Georgian culture in general. This will include some talks by high profile figures followed by discussion. Georgian music is very therapeutic and we would love to invite you to come and learn about this wonderful culture and be a part of something unique! ",
Filipino Society,Larra Trinidad,,,https://www.facebook.com/groups/UCLUFilSoc/,2.00,"As a recently affiliated society, our aim is to celebrate and promote Filipino culture, which is rich with its traditional food, music, dance and arts. This society will also help build camaraderie between Filipino and non-Filipino students.  We have a list of exciting activities planned out for the academic year 2015/16, such as dinner socials, film screenings, and Tagalog language classes.  So do get in touch and sign up to learn why ""It's More Fun in the Philippines""!  UCLU Filipino Society have signed the Zero Tolerance to Sexual Harassment Pledge . ",June 2014
Eurasian Business Society,Alena Bakeyeva,,,https://www.facebook.com/uclrbs,2.00,"Welcome to the UCLU Eurasian Business Society! (Formerly known as Russian Business Society)  Our Aims:  Provide the people in London, especially the Russian-speaking population with an opportunity to hear different points of view that government officials, business leaders, bankers and political activists have on: the state of the economy, political situation and investment climate in various Russian-speaking countries and what the prospects are  the causes and potential solutions to the problems these countries face   Allow students to gain a better understanding of the economic, financial and political situation in the Russian-speaking countries today and how they interact with the rest of the World.  Equip students with broader career opportunities, fast tracks, company presentations within various industries including Oil & Gas, Energy, Telecoms, Financial Services, Retail and others.  We accommodate:  Talks  Lectures  Networking events  Private receptions  Career Opportunities  Corporate presentations  Discussion panels  http://uclrbs.com",
Fencing Club,Rania Rahardja,uczxfen@ucl.ac.uk,,https://www.facebook.com/groups/uclufencingclub/,29.00,"Whether you just want to try it, or you’ve fenced for years and years, UCLU Fencing Club welcomes absolutely anyone to join in and have fun. For absolute beginners, we have a dedicated novice training programme, for the more competitive, we have four highly successful BUCS teams and for the more adventurous, we also attend numerous domestic and international student tournaments. With top-class coaching and a membership fee that’s hard to beat, we’re one of the friendliest and best value fencing clubs in central London! For more information, visit our website, or find us on Facebook or Twitter.  UCLU Fencing Club have signed the Zero Tolerance to Sexual Harassment Pledge .     This Club is Pride in Sport Accredited  ",
Czech and Slovak Society,Anna Dusenkova,ucluczechandslovaksociety@ucl.ac.uk,,https://www.facebook.com/groups/760795207314218/?fref=ts,5.00,"Are you Czech or Slovak or interested in Czech and Slovak cultures? This is your chance to meet like-minded people and explore these two central-European cultures at UCL!  We organise a variety of socials, ranging from pub crawls and Czech pub visits to picnics, film and board game nights. We also regularly hold Czech and Slovak conversation classes.  Feel free to join our Facebook page or come meet us at any of our socials. Looking forward to meeting you!  Těšíme se na Vás! ",October 2014
Cypriot and Hellenic Society,Chrysovalantis Koullas,uczxcyp@ucl.ac.uk,,,3.00,"The society aims to help all its members with any enquiries or problems they might have throughout the year, as well as, promoting the Cypriot and Hellenic culture through different social and volunteering events. We encourage students from all nationalities to join our society.  The main activities shall include:  Welcoming events  Parties like we do it in Ayia Napa  A trip abroad for the members of the society  Sport Events  Monthly Greek Lessons  Volunteering/fundraiser events ",
Cycling Club,Finn Fitzgerald,uczxcyc@ucl.ac.uk,,http://www.facebook.com/groups/507442862672831/,5.00,"As a club we cater for cyclists of all types and abilities by offering a wide range of activities for every type of cyclist.  The club has a strong social cycling aspect ranging from short rides around London, to longer day trips out of London to places such as Cambridge, Oxford or Brighton. On top of this we are running social cycling tours at several points throughout the year. This coming year we can guarantee a social ride being led by a member of our committee once a fortnight, although once everyone gets to know each other, rides can also be organised on an ad hoc basis with other club members.  The club has a very committed racing team who will be training 2-3 times a week over the winter months. This training will be based around a combination of high intensity racing specific rides, and longer slower base mile rides. We have the option of racing almost year round with winter criterium series racing being an option, or for the tougher cyclists among us cyclocross being an option in the winter. The first BUCS (university) event is the hill climb at the end of October, there is also a BUCS cyclocross event before christmas too. April is when the time trialling season begins with several BUCS time trials to enter. The university season then finishes with the BUCS road race and crit race.  Excluding outdoor sessions we run spinning once a week, which we should be able to subsidise for some club members. Also we have the provisions to run turbo training sessions, where you can use your own bike and run more specific interval sessions, or just stationary cycling to avoid bad weather.  When bikes aren’t involved at all, we often have social events where we can get together in a non cycling context (although lycra is often still required!). We will be running one social a month, with more being likely to include such things as Critical mass.  For details of all events go to our facebook page, which is regularly updated.     This Club is Pride in Sport Accredited   UCLU Cycling Club have signed the Zero Tolerance to Sexual Harassment Pledge . ",
